29/04/2011 21:46:45 (Std) 	Started creation of Scheme from XML specification:
29/04/2011 21:46:45 (Std) 	---- CEGUI GUIScheme name: VanillaSkin
29/04/2011 21:46:45 (Std) 	Started creation of Imageset from XML specification:
29/04/2011 21:46:45 (Std) 	---- CEGUI Imageset name: Vanilla-Images
29/04/2011 21:46:45 (Std) 	---- Source texture file: vanilla.tga in resource group: (Default)
29/04/2011 21:46:45 (Std) 	===== Falagard 'root' element: look and feel parsing begins =====
29/04/2011 21:46:45 (Std) 	===== Look and feel parsing completed =====
29/04/2011 21:46:45 (Std) 	No window renderer factories specified for module 'CEGUIFalagardWRBase' - adding all available factories...
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/Titlebar' using base type 'CEGUI/Titlebar', window renderer 'Falagard/Titlebar' Look'N'Feel 'Vanilla/Titlebar' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/Button' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/Button' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/FrameWindow' using base type 'CEGUI/FrameWindow', window renderer 'Falagard/FrameWindow' Look'N'Feel 'Vanilla/FrameWindow' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/Editbox' using base type 'CEGUI/Editbox', window renderer 'Falagard/Editbox' Look'N'Feel 'Vanilla/Editbox' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/VerticalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/VerticalScrollbarThumb' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/VerticalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Vanilla/VerticalScrollbar' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/HorizontalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/HorizontalScrollbarThumb' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/HorizontalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Vanilla/HorizontalScrollbar' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'Vanilla/StaticImage' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/StaticText' using base type 'DefaultWindow', window renderer 'Falagard/StaticText' Look'N'Feel 'Vanilla/StaticText' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/Listbox' using base type 'CEGUI/Listbox', window renderer 'Falagard/Listbox' Look'N'Feel 'Vanilla/Listbox' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/MultiLineEditbox' using base type 'CEGUI/MultiLineEditbox', window renderer 'Falagard/MultiLineEditbox' Look'N'Feel 'Vanilla/MultiLineEditbox' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/ComboDropList' using base type 'CEGUI/ComboDropList', window renderer 'Falagard/Listbox' Look'N'Feel 'Vanilla/ComboDropList' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/Combobox' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'Vanilla/Combobox' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/ProgressBar' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'Vanilla/ProgressBar' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/Checkbox' using base type 'CEGUI/Checkbox', window renderer 'Falagard/ToggleButton' Look'N'Feel 'Vanilla/Checkbox' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Creating falagard mapping for type 'Vanilla/RadioButton' using base type 'CEGUI/RadioButton', window renderer 'Falagard/ToggleButton' Look'N'Feel 'Vanilla/RadioButton' and RenderEffect ''. (0021D0B0)
29/04/2011 21:46:45 (Std) 	Attempting to create Imageset 'DejaVuSans-10_auto_glyph_images_ ' with texture only.
29/04/2011 21:46:45 (Std) 	---- Successfully completed loading of GUI layout from 'TopBar.layout' ----
29/04/2011 21:46:45 (Std) 	---- Successfully completed loading of GUI layout from 'FileManager.layout' ----
29/04/2011 21:46:45 (Error)	CEGUI::UnknownObjectException in file ..\..\..\cegui\src\CEGUIPropertySet.cpp(124) : There is no Property named 'BackgroundEnabled' available in the set.
29/04/2011 21:46:45 (Error)	CEGUI::UnknownObjectException in file ..\..\..\cegui\src\CEGUIPropertySet.cpp(124) : There is no Property named 'FrameEnabled' available in the set.
29/04/2011 21:46:45 (Error)	CEGUI::UnknownObjectException in file ..\..\..\cegui\src\CEGUIPropertySet.cpp(124) : There is no Property named 'BackgroundEnabled' available in the set.
29/04/2011 21:46:45 (Error)	CEGUI::UnknownObjectException in file ..\..\..\cegui\src\CEGUIPropertySet.cpp(124) : There is no Property named 'FrameEnabled' available in the set.
29/04/2011 21:46:45 (Error)	CEGUI::UnknownObjectException in file ..\..\..\cegui\src\CEGUIPropertySet.cpp(124) : There is no Property named 'BackgroundEnabled' available in the set.
29/04/2011 21:46:45 (Error)	CEGUI::UnknownObjectException in file ..\..\..\cegui\src\CEGUIPropertySet.cpp(124) : There is no Property named 'FrameEnabled' available in the set.
29/04/2011 21:46:45 (Std) 	---- Successfully completed loading of GUI layout from 'ObjectProperties.layout' ----
29/04/2011 21:46:45 (Std) 	---- Successfully completed loading of GUI layout from 'LightProperties.layout' ----
29/04/2011 21:46:45 (Std) 	Display resize: w=800 h=600
29/04/2011 21:46:46 (Std) 	Display resize: w=800 h=600
